-1.531936, -1.545363
-1.503450, -1.529922
-1.505832, -1.545779
-1.486569, -1.539387
-1.479838, -1.545859
-1.467572, -1.546498
-1.459440, -1.551430
-1.436971, -1.540962
-1.430912, -1.547952
-1.407930, -1.536486
-1.398523, -1.539654
-1.387108, -1.540539
-1.383036, -1.549561
-1.370298, -1.548840
-1.365505, -1.557060
-1.352794, -1.556211
-1.335546, -1.549978
-1.317081, -1.542103
-1.315508, -1.553941
-1.300359, -1.549708
-1.298701, -1.561518
-1.286150, -1.560225
-1.281861, -1.568919
-1.262417, -1.558955
-1.254351, -1.562888
-1.235691, -1.553477
-1.223949, -1.552572
-1.207928, -1.546077
-1.210966, -1.563984
-1.197434, -1.560526
-1.191219, -1.566532
-1.181363, -1.567721
-1.165536, -1.560842
-1.150387, -1.554659
-1.148323, -1.566116
-1.133838, -1.560594
-1.133444, -1.574454
-1.114950, -1.563102
-1.109850, -1.570402
-1.098973, -1.569495
-1.088694, -1.569346
-1.077305, -1.567488
-1.066516, -1.566387
-1.055197, -1.564394
-1.051694, -1.573972
-1.040953, -1.572709
-1.039016, -1.584762
-1.026645, -1.580894
-1.013245, -1.575266
-1.003138, -1.574612
-0.996792, -1.579820
-0.985650, -1.577369
-0.980337, -1.584206
-0.969235, -1.581647
-0.968550, -1.596121
-0.957456, -1.593474
-0.943336, -1.585605
-0.930825, -1.580228
-0.920899, -1.579091
-0.920000, -1.593487
-0.911550, -1.594881
-0.907044, -1.603195
-0.893200, -1.594923
-0.886232, -1.598805
-0.869147, -1.584245
-0.864612, -1.592417
-0.852449, -1.586484
-0.850213, -1.599018
-0.835778, -1.588553
-0.835303, -1.604603
-0.826005, -1.603787
-0.816275, -1.602030
-0.800275, -1.587716
-0.792893, -1.590298
-0.782851, -1.587465
-0.776355, -1.591764
-0.770706, -1.597839
-0.765449, -1.604797
-0.758439, -1.608121
-0.750993, -1.610509
-0.736004, -1.596516
-0.729445, -1.600622
-0.717526, -1.592848
-0.717077, -1.610581
-0.704001, -1.599964
-0.702596, -1.615860
-0.690012, -1.606047
-0.682217, -1.607201
-0.671717, -1.601863
-0.662808, -1.600159
-0.660363, -1.614143
-0.657060, -1.626280
-0.645511, -1.617986
-0.635147, -1.612414
-0.633542, -1.629150
-0.619260, -1.613227
-0.613278, -1.618719
-0.605158, -1.618570
-0.599129, -1.624009
-0.590669, -1.622849
-0.588651, -1.639529
-0.578487, -1.633598
-0.572673, -1.639883
-0.514072, -1.492974
-0.490195, -1.444068
-0.476909, -1.425330
-0.474130, -1.437845
-0.468161, -1.440851
-0.463394, -1.447642
-0.455569, -1.444881
-0.448074, -1.443035
-0.440604, -1.441151
-0.433159, -1.439230
-0.424887, -1.434394
-0.418904, -1.437195
-0.414283, -1.444776
-0.411504, -1.459082
-0.401659, -1.448337
-0.397177, -1.456829
-0.384864, -1.436332
-0.378593, -1.437997
-0.373317, -1.443508
-0.369722, -1.455785
-0.361190, -1.448652
-0.357242, -1.459927
-0.349935, -1.457582
-0.343571, -1.459095
-0.332703, -1.441093
-0.329281, -1.455211
